verdict	leverage	occurrences	fanin	type	java_class	category	source	note
STRUCT	1	3	7	ValueSymbol	Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghsymbol/ValueSymbol.java	graph?	promoted	resolved to Ghidra/Framework/SoftwareModeling/src/main/java/ghidra/pcodeCPort/slghsymbol/ValueSymbol.java: shape_rules R14-concrete-class says struct
TODO	1	3	0	Wiring		graph?	evidence	Java declares Wiring as an interface with no in-tree implementers -- either an extension point (-> ACCEPT) or its implementers are unported; the count cannot tell which
ACCEPT	1	2	0	AbstractAssemblyStateGenerator		closed-hierarchy?	manual	the caller, a plugin or a processor spec supplies the implementation (userop libraries, inject payloads, settings definitions, assembly solvers, trace-object mixins, task bodies, location kinds). Implementers spread across 2-4 top-level areas; `dyn` is the idiomatic Rust answer. Decided 2026-08-09.
ENUM	1	2	0	AbstractAssemblyTreeResolver		closed-hierarchy?	promoted	small closed set: 2 Java subtypes
STRUCT	1	2	0	AbstractDBTraceSymbol		closed-hierarchy?	promoted	inheritance chain, not alternatives: DBTraceClassSymbol extend(s) DBTraceNamespaceSymbol. Java subclassing for reuse has no Rust translation -- port DBTraceNamespaceSymbol as a concrete type and let the others embed it
ENUM	1	2	27	AddrSpace		graph?	promoted	small closed set: 3 Java subtypes
ENUM	1	2	0	AddressCorrelation		graph?	promoted	small closed set: 5 Java subtypes
TODO	1	2	0	Animator		graph?	evidence	no Java type named Animator -- an abstraction the port invented, so Java says nothing about its shape
TODO	1	2	0	AnimatorBehavior		graph?	evidence	no Java type named AnimatorBehavior -- an abstraction the port invented, so Java says nothing about its shape
STRUCT	1	2	0	ApplicationIdentifierLike		graph?	promoted	Java declares ApplicationIdentifierLike as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	0	ApplicationPropertiesLike		graph?	promoted	Java declares ApplicationPropertiesLike as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	0	Assembler		graph?	promoted	one concrete Java implementer (SleighAssembler) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
STRUCT	1	2	0	AssemblyParseBranch		graph?	promoted	Java declares AssemblyParseBranch as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)
ACCEPT	1	2	0	AssignAction		graph?	manual	the caller, a plugin or a processor spec supplies the implementation (userop libraries, inject payloads, settings definitions, assembly solvers, trace-object mixins, task bodies, location kinds). Implementers spread across 2-4 top-level areas; `dyn` is the idiomatic Rust answer. Decided 2026-08-09.
TODO	1	2	0	AttributeLike		graph?	evidence	Java declares AttributeLike as an interface with no in-tree implementers -- either an extension point (-> ACCEPT) or its implementers are unported; the count cannot tell which
STRUCT	1	2	0	AttributeSchema		graph?	promoted	Java declares AttributeSchema a type with one subclass (DefaultAttributeSchema) -- inheritance for reuse, not polymorphism; port AttributeSchema as a concrete type and let DefaultAttributeSchema embed it
STRUCT	1	2	0	AutoServiceListenerLike		graph?	promoted	Java declares AutoServiceListenerLike as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
ENUM	1	2	0	BasicFactory		open-extension	promoted	small closed set: 2 Java subtypes
ACCEPT	1	2	0	BlockModelServiceListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
TODO	1	2	0	BodyFunc		graph?	evidence	Java declares BodyFunc as an interface with no in-tree implementers -- either an extension point (-> ACCEPT) or its implementers are unported; the count cannot tell which
STRUCT	1	2	0	BufferFileHandle		graph?	promoted	inheritance chain, not alternatives: RemoteManagedBufferFileImpl extend(s) RemoteBufferFileImpl. Java subclassing for reuse has no Rust translation -- port RemoteBufferFileImpl as a concrete type and let the others embed it
STRUCT	1	2	0	BufferNode		graph?	promoted	Java declares BufferNode as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	0	BuilderStage1		graph?	promoted	Java declares BuilderStage1 a type with one subclass (Builder) -- inheritance for reuse, not polymorphism; port BuilderStage1 as a concrete type and let Builder embed it
ACCEPT	1	2	0	BusyListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
STRUCT	1	2	0	BytesPcodeExecutorStatePiece		graph?	promoted	Java declares BytesPcodeExecutorStatePiece as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (2 Rust impls notwithstanding)
STRUCT	1	2	0	C11LinesLike		graph?	promoted	Java declares C11LinesLike as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)
STRUCT	1	2	0	C13SectionIteratorLike		graph?	promoted	Java declares C13SectionIteratorLike as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)
ENUM	1	2	0	CheckinHandler		open-extension	promoted	small closed set: 3 Java subtypes
ACCEPT	1	2	0	ClipboardContentProviderService		open-extension	family	[family:Service] Plugin-provided service interface; open set by design. `dyn` is the idiomatic Rust answer.
ENUM	1	2	0	ComparisonItem		graph?	promoted	small closed set: 4 Java subtypes
TODO	1	2	0	ConfigFieldCodec		graph?	evidence	28 Java subtypes -- too many for an enum; needs a human call (genuine open set -> ACCEPT, or graph type -> ARENA/GRAPH)
WAIT-STUB	1	2	0	ConstructorTraversal		graph?	derived	no Java type named ConstructorTraversal, and it is a seam_stubs.rs placeholder -- a compile-time stand-in, not an abstraction anyone designed. Its shape is decided when the stub is retired (STUB_DEBT.tsv), not here
WAIT-PORT	1	2	4	ContextSymbol		graph?	derived	Java declares ContextSymbol as a class with no subtypes, so a concrete type is the right end state -- but ContextSymbol is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
ACCEPT	1	2	0	ControlModeChangeListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
WAIT-PORT	1	2	0	CoordinatedStructureDisplay		graph?	derived	Java declares CoordinatedStructureDisplay as a class with no subtypes, so a concrete type is the right end state -- but CoordinatedStructureDisplay is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect
TODO	1	2	0	CreateStructureBehavior		graph?	evidence	no Java type named CreateStructureBehavior -- an abstraction the port invented, so Java says nothing about its shape
STRUCT	1	2	0	DBObjectColumn		graph?	promoted	Java declares DBObjectColumn as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)
STRUCT	1	2	0	DBTraceObjectValueMap		graph?	promoted	Java declares DBTraceObjectValueMap as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	1264	DataTypeComponent		graph?	promoted	inheritance chain, not alternatives: DataTypeProxyComponentDB extend(s) DataTypeComponentDB. Java subclassing for reuse has no Rust translation -- port DataTypeComponentDB as a concrete type and let the others embed it
ACCEPT	1	2	1205	DataTypeManagerChangeListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
STRUCT	1	2	0	DatatypeFilter		open-extension	promoted	inheritance chain, not alternatives: HomogeneousAggregate, MetaTypeFilter extend(s) SizeRestrictedFilter. Java subclassing for reuse has no Rust translation -- port SizeRestrictedFilter as a concrete type and let the others embed it
STRUCT	1	2	0	DebuggerListing		graph?	promoted	one concrete Java implementer (DebuggerListingProvider) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
ACCEPT	1	2	0	DebuggerStaticMappingChangeListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
ACCEPT	1	2	0	DecompilerMarginProvider		open-extension	family	[family:Provider] Caller/plugin supplies the implementation (byte sources, component providers, script providers). Open set.
STRUCT	1	2	0	DefaultGhidraProtocolHandler		open-extension	promoted	Java declares DefaultGhidraProtocolHandler as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ITER	1	2	0	DirectedRecordIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
ACCEPT	1	2	291	DomainObjectListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
STRUCT	1	2	0	EdgeSet		graph?	promoted	Java declares EdgeSet as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	0	EmulationResult		graph?	promoted	Java declares EmulationResult a type with one subclass (RecordEmulationResult) -- inheritance for reuse, not polymorphism; port EmulationResult as a concrete type and let RecordEmulationResult embed it
ACCEPT	1	2	0	EmulatorStateListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.
STRUCT	1	2	0	EquateDb		graph?	promoted	Java declares EquateDb as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	587	EquateReference		graph?	promoted	one concrete Java implementer (EquateRefDB) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
ENUM	1	2	0	FidHashQuad		graph?	promoted	small closed set: 2 Java subtypes
STRUCT	1	2	0	FidHasher		graph?	promoted	one concrete Java implementer (MessageDigestFidHasher) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type
TODO	1	2	0	FileSystemProbeConflictResolver		graph?	evidence	Java declares FileSystemProbeConflictResolver as an interface with no in-tree implementers -- either an extension point (-> ACCEPT) or its implementers are unported; the count cannot tell which
STRUCT	1	2	0	FixedKeyFixedRecNode		graph?	promoted	Java declares FixedKeyFixedRecNode as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
STRUCT	1	2	0	FixedKeyVarRecNode		graph?	promoted	Java declares FixedKeyVarRecNode as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)
ITER	1	2	0	FunctionIterator		graph?	family	[family:Iterator] Delete the custom trait; implement std::Iterator<Item=T>. Callers take the concrete type or `impl Iterator`; a genuinely heterogeneous collection (e.g. a merge over one iterator per search category) uses Box<dyn Iterator<Item=T>>, which is idiomatic Rust and already excluded from debt scoring -- the erased type is std::Iterator itself. `has_next` has no replacement method: use Peekable to look without consuming, or `while let Some(x) = it.next()`. Worked example: searchtext/iterators/search_address_iterator.rs + listing_display_search_address_iterator.rs.
